dep2,dep3,circo,pano,id,nom,prenom,civ,nuanceId,nuanceCode,nuanceNom,voix,pct_inscrits,pct_exprimes,elu,maj
44,044,8,8,0440808,TINDEL,Anne-Cécile,F,10,REM,La République en marche,19137,21.57,34.90,B,2022-05-23 14:03:06
44,044,8,15,0440815,THIRRIARD,Marian,M,3,FI,La France insoumise,7691,8.67,14.03,B,2022-05-23 14:03:06
44,044,9,5,0440905,DEMEE,Mike,M,11,MDM,Modem,26112,20.34,32.85,B,2022-05-23 14:03:07
44,044,9,4,0440904,FANTAPIE-HAMANG,Françoise,F,6,DVG,Divers gauche,11342,8.84,14.27,B,2022-05-23 14:03:07
44,044,10,4,0441004,MEDINA-MARTIN,Mariline,F,10,REM,La République en marche,30840,25.24,41.08,B,2022-05-23 14:03:07
44,044,10,11,0441011,FERRACANI,Côme,M,13,LR,Les Républicains,13114,10.73,17.47,B,2022-05-23 14:03:07
45,045,1,4,0450104,BERTHON-COCHET,Sergine,F,10,REM,La République en marche,19901,26.15,42.59,B,2022-05-23 14:03:08
45,045,1,2,0450102,HAROUTUNIAN,Brian,M,13,LR,Les Républicains,8215,10.80,17.58,B,2022-05-23 14:03:08
45,045,2,1,0450201,DEL GRATTA,Mathilde,F,10,REM,La République en marche,27145,31.98,51.98,O,2022-05-23 14:03:08
45,045,3,1,0450301,CHEMAIN,Noura,F,10,REM,La République en marche,16986,24.30,39.55,B,2022-05-23 14:03:09
45,045,3,3,0450303,ZAREBSKI,Freddy,M,13,LR,Les Républicains,11309,16.18,26.33,B,2022-05-23 14:03:09
45,045,4,8,0450408,GNIDINE,Esther,F,10,REM,La République en marche,14999,20.33,32.98,B,2022-05-23 14:03:09
45,045,4,3,0450403,PALPIED,Muriel,M,13,LR,Les Républicains,12443,16.87,27.36,B,2022-05-23 14:03:09
45,045,5,15,0450515,BEUGNIEZ -DYCKE,Wilfried,M,10,REM,La République en marche,11734,16.23,26.32,B,2022-05-23 14:03:09
45,045,5,6,0450506,HALIKI,Natalie,F,13,LR,Les Républicains,9618,13.30,21.57,B,2022-05-23 14:03:09
45,045,6,10,0450610,IMESSAOUDENE,Jordi,M,11,MDM,Modem,18831,25.64,41.35,B,2022-05-23 14:03:10
45,045,6,3,0450603,MABIKA,Emelyne,F,12,UDI,Union des Démocrates et Indépendants,9031,12.30,19.83,B,2022-05-23 14:03:10
46,046,1,1,0460101,TARGOSZ,Clive,M,10,REM,La République en marche,15167,21.25,34.41,B,2022-05-23 14:03:11
46,046,1,5,0460105,RAMUNNI,Sami,M,13,LR,Les Républicains,13062,18.30,29.63,B,2022-05-23 14:03:11
46,046,2,10,0460210,LEBASSARD,Yvanne,F,10,REM,La République en marche,14353,22.01,35.61,B,2022-05-23 14:03:11
46,046,2,11,0460211,LE FLAHEC,Auguste,M,4,SOC,Parti socialiste,7282,11.16,18.07,B,2022-05-23 14:03:11
47,047,1,8,0470108,SADI,Roméo,M,10,REM,La République en marche,20392,23.40,37.74,B,2022-05-23 14:03:12
47,047,1,10,0470110,LARGET,Jean Frédéric,M,12,UDI,Union des Démocrates et Indépendants,12203,14.00,22.58,B,2022-05-23 14:03:12
47,047,2,3,0470203,MAZERET-MAGOT,Jean-Thierry,M,10,REM,La République en marche,18365,23.98,38.89,B,2022-05-23 14:03:12
47,047,2,6,0470206,SIRMAIN,Henry,M,13,LR,Les Républicains,8833,11.53,18.70,B,2022-05-23 14:03:12
47,047,3,8,0470308,ROUILLÉ-LEBAILLY,Louis Marie,M,10,REM,La République en marche,20716,27.63,44.65,B,2022-05-23 14:03:13
47,047,3,6,0470306,VAGNEUX,Jean-Guy,M,3,FI,La France insoumise,8329,11.11,17.95,B,2022-05-23 14:03:13
48,048,1,3,0480103,THEBAUD,Elias,M,13,LR,Les Républicains,11440,19.22,30.95,B,2022-05-23 14:03:13
48,048,1,4,0480104,BENEDETTI-DROPULJIC,Enrico,M,10,REM,La République en marche,7960,13.37,21.54,B,2022-05-23 14:03:13
49,049,1,6,0490106,RECOUVREUR,Kévin,M,10,REM,La République en marche,19117,21.95,35.62,B,2022-05-23 14:03:14
49,049,1,2,0490102,HALLI,Hildegarde,F,13,LR,Les Républicains,7171,8.23,13.36,B,2022-05-23 14:03:14
49,049,2,5,0490205,TCHAFFA,Laeticia,F,10,REM,La République en marche,22369,23.97,38.72,B,2022-05-23 14:03:15
49,049,2,10,0490210,ETCHAMENDY,Tugdual,M,13,LR,Les Républicains,5925,6.35,10.26,B,2022-05-23 14:03:15
49,049,3,4,0490304,HINFRAY,Marie-Léone,F,10,REM,La République en marche,13264,18.47,29.95,B,2022-05-23 14:03:15
49,049,3,11,0490311,DEBORGHER,Gladys,F,13,LR,Les Républicains,11903,16.57,26.88,B,2022-05-23 14:03:15
49,049,4,13,0490413,PENDYS,Joanne,F,10,REM,La République en marche,17358,22.95,37.22,B,2022-05-23 14:03:15
49,049,4,4,0490404,CAUJOLLE,Jean-Charles,M,12,UDI,Union des Démocrates et Indépendants,8223,10.87,17.63,B,2022-05-23 14:03:15
49,049,5,11,0490511,BAKOP,Jean-Thierry,M,10,REM,La République en marche,18959,23.96,38.81,B,2022-05-23 14:03:16
49,049,5,3,0490503,SCHWAB,Privat,M,14,DVD,Divers droite,9038,11.42,18.50,B,2022-05-23 14:03:16
49,049,6,3,0490603,DE LA FONTAINE,Annik,F,10,REM,La République en marche,29964,30.45,49.30,B,2022-05-23 14:03:16
49,049,6,8,0490608,AHACHE,Pierre-Antoine,M,13,LR,Les Républicains,14005,14.23,23.04,B,2022-05-23 14:03:16
49,049,7,8,0490708,LECOEUVRE-LEMOINE,Amar,M,11,MDM,Modem,21158,26.16,42.56,B,2022-05-23 14:03:16
49,049,7,5,0490705,RAZAT-MARTY,Salvador,M,13,LR,Les Républicains,10426,12.89,20.97,B,2022-05-23 14:03:16
50,050,1,3,0500103,CETTOUR-MEUNIER,Herveline,F,10,REM,La République en marche,20154,23.24,37.65,B,2022-05-23 14:03:17
50,050,1,9,0500109,HADGIELD,Italo,M,13,LR,Les Républicains,17277,19.92,32.27,B,2022-05-23 14:03:17
50,050,2,1,0500201,MERRELLE,Jean-Marc,M,10,REM,La République en marche,34730,36.43,58.79,O,2022-05-23 14:03:17
50,050,3,6,0500306,DAPHE,Salvador,M,10,REM,La République en marche,32649,30.00,48.75,B,2022-05-23 14:03:18
50,050,3,9,0500309,DURAND-PURVIS,Pierre-Georges,M,13,LR,Les Républicains,13103,12.04,19.56,B,2022-05-23 14:03:18
50,050,4,13,0500413,BIALESTOWSKI,Gislain,M,10,REM,La République en marche,11658,13.16,21.32,B,2022-05-23 14:03:18
50,050,4,9,0500409,DAUBRAS,Martial,M,8,DIV,Divers,8811,9.95,16.11,B,2022-05-23 14:03:18
51,051,1,1,0510101,CARIDEL,Abdel,M,8,DIV,Divers,6431,8.80,14.16,B,2022-05-23 14:03:19
51,051,1,5,0510105,DEVOLDÈRE,Robin,M,8,DIV,Divers,6424,8.79,14.15,B,2022-05-23 14:03:19
51,051,2,7,0510207,TERNAOUI,Natacha,F,10,REM,La République en marche,22797,31.09,50.53,O,2022-05-23 14:03:20
51,051,3,11,0510311,MÉRITÉ,Jean-Sylvain,M,10,REM,La République en marche,17896,22.52,36.52,B,2022-05-23 14:03:20
51,051,3,5,0510305,DEUSCH,Karine,F,13,LR,Les Républicains,11623,14.63,23.72,B,2022-05-23 14:03:20
51,051,4,8,0510408,MARTINETTI-BRICE,Domenico,M,14,DVD,Divers droite,11531,15.29,24.83,B,2022-05-23 14:03:20
51,051,4,13,0510413,GUERBAA,Isaline,F,14,DVD,Divers droite,10891,14.44,23.45,B,2022-05-23 14:03:20
51,051,5,1,0510501,DELAVET,Valery,M,12,UDI,Union des Démocrates et Indépendants,23299,30.90,50.04,O,2022-05-23 14:03:21
52,052,1,5,0520105,BOURASSEAU-PETRIGNY,Maribel,F,10,REM,La République en marche,15843,22.53,36.44,B,2022-05-23 14:03:21
52,052,1,1,0520101,MONSAVOIR,Mounir,M,13,LR,Les Républicains,9609,13.67,22.10,B,2022-05-23 14:03:21
52,052,2,5,0520205,VESSEMONT,Francisque,M,13,LR,Les Républicains,15990,26.78,43.11,B,2022-05-23 14:03:22
52,052,2,1,0520201,SABATIER,Arnaud,M,10,REM,La République en marche,10282,17.22,27.72,B,2022-05-23 14:03:22
53,053,1,4,0530104,ALEZINE-MIORIN,Harry,M,4,SOC,Parti socialiste,14713,19.74,31.93,B,2022-05-23 14:03:23
53,053,1,6,0530106,BIVEL,Rosina,F,10,REM,La République en marche,12659,16.98,27.48,B,2022-05-23 14:03:23
53,053,2,10,0530210,PASTORIS,Arlène,F,11,MDM,Modem,26002,33.19,53.41,O,2022-05-23 14:03:23
53,053,3,3,0530303,THIEBAULT ANNET,Gil,M,12,UDI,Union des Démocrates et Indépendants,17176,23.83,38.76,B,2022-05-23 14:03:23
53,053,3,12,0530312,HASSEL-SCHLICHT,Aubin,M,10,REM,La République en marche,12069,16.75,27.23,B,2022-05-23 14:03:23
54,054,1,6,0540106,ATTORRESI,Angeline,F,10,REM,La République en marche,20022,24.80,40.05,B,2022-05-23 14:03:24
54,054,1,12,0540112,URQUIZAR,Joel,M,14,DVD,Divers droite,8108,10.04,16.22,B,2022-05-23 14:03:24
54,054,2,6,0540206,CORDELOIS,Patric,M,11,MDM,Modem,20194,30.14,48.80,B,2022-05-23 14:03:25
54,054,2,10,0540210,BLOCH-PUONS,Larissa,F,13,LR,Les Républicains,7768,11.60,18.77,B,2022-05-23 14:03:25
54,054,3,6,0540306,NESPRIAS,Josselin,M,10,REM,La République en marche,17234,21.51,35.02,B,2022-05-23 14:03:25
54,054,3,12,0540312,ALIM,Jacqui,M,3,FI,La France insoumise,8455,10.55,17.18,B,2022-05-23 14:03:25
54,054,4,3,0540403,LE PÉRU,Peyo,M,10,REM,La République en marche,20444,21.03,33.94,B,2022-05-23 14:03:25
54,054,4,5,0540405,BERGER LINARD,Jean-Gérard,M,13,LR,Les Républicains,16016,16.47,26.59,B,2022-05-23 14:03:25
54,054,5,11,0540511,GRUBIS,Larbi,M,4,SOC,Parti socialiste,15414,19.73,31.94,B,2022-05-23 14:03:26
54,054,5,1,0540501,SOIBRI,Joana,F,10,REM,La République en marche,14965,19.16,31.01,B,2022-05-23 14:03:26
54,054,6,11,0540611,FIORENTINI FRANCESCHI,Louiza,F,3,FI,La France insoumise,7126,8.20,13.24,B,2022-05-23 14:03:26
54,054,6,12,0540612,KREBAZZA,Narcisse,M,8,DIV,Divers,6953,8.01,12.92,B,2022-05-23 14:03:26
55,055,1,2,0550102,MOLLICA,Jean-Vincent,M,12,UDI,Union des Démocrates et Indépendants,14934,19.88,32.30,B,2022-05-23 14:03:27
55,055,1,10,0550110,MESSACI,Charlotte,F,10,REM,La République en marche,13276,17.67,28.71,B,2022-05-23 14:03:27
55,055,2,7,0550207,BEYBAUD,Violetta,F,10,REM,La République en marche,12282,20.77,33.65,B,2022-05-23 14:03:27
55,055,2,3,0550203,LAHONDES,Marc-Antoine,M,14,DVD,Divers droite,8839,14.95,24.22,B,2022-05-23 14:03:27
56,056,1,2,0560102,RENEVIER,Laurent,M,10,REM,La République en marche,27556,24.67,40.06,B,2022-05-23 14:03:28
56,056,1,5,0560105,LEVASSEUR-BESLIN,Marie-Béatrice,F,13,LR,Les Républicains,10341,9.26,15.03,B,2022-05-23 14:03:28
56,056,2,6,0560206,MASUREL,Marie-Luce,F,8,DIV,Divers,18508,17.06,27.64,B,2022-05-23 14:03:29
56,056,2,5,0560205,JOUËT,Alan,M,8,DIV,Divers,18358,16.92,27.42,B,2022-05-23 14:03:29
56,056,3,1,0560301,EHLHARDT,Concetta,F,10,REM,La République en marche,24440,26.00,42.21,B,2022-05-23 14:03:29
56,056,3,5,0560305,CHOINACKI,Clare,F,13,LR,Les Républicains,6764,7.20,11.68,B,2022-05-23 14:03:29
56,056,4,5,0560405,BERNARD-BERTRAND,Jean Frédéric,M,10,REM,La République en marche,35238,32.60,52.88,O,2022-05-23 14:03:29
56,056,5,4,0560504,SABON,Oscar,M,10,REM,La République en marche,19756,24.55,39.72,B,2022-05-23 14:03:30
56,056,5,3,0560503,PLOCIENNIK,Césaire,M,3,FI,La France insoumise,5668,7.04,11.40,B,2022-05-23 14:03:30
56,056,6,3,0560603,ERRAMMACH,Gino,M,10,REM,La République en marche,21055,23.07,37.32,B,2022-05-23 14:03:30
56,056,6,9,0560609,ZOUCHI,Abilio,M,12,UDI,Union des Démocrates et Indépendants,8136,8.91,14.42,B,2022-05-23 14:03:30
57,057,1,8,0570108,ROSE-FRÉNEAUX,Céline,M,10,REM,La République en marche,16904,18.45,29.62,B,2022-05-23 14:03:31
57,057,1,15,0570115,CHABBOUH,Noëlle,F,13,LR,Les Républicains,6650,7.26,11.65,B,2022-05-23 14:03:31
57,057,2,2,0570202,FETSCHER,Allain,M,10,REM,La République en marche,14952,19.81,32.15,B,2022-05-23 14:03:32
57,057,2,8,0570208,BORDE PLANTIER,Moussa,M,13,LR,Les Républicains,8113,10.75,17.44,B,2022-05-23 14:03:32
57,057,3,7,0570307,VERQUIN,Abdelhafid,M,10,REM,La République en marche,20514,27.67,45.01,B,2022-05-23 14:03:32
57,057,3,4,0570304,FIGUEIREDO LE,Jean Antoine,M,3,FI,La France insoumise,6061,8.17,13.30,B,2022-05-23 14:03:32
57,057,4,10,0570410,GALLUD,Miriama,F,10,REM,La République en marche,11694,14.47,23.48,B,2022-05-23 14:03:33
57,057,4,9,0570409,REIX-FRACHON,Lucas,M,13,LR,Les Républicains,7931,9.81,15.93,B,2022-05-23 14:03:33
57,057,5,1,0570501,DEMICHELE,Hidaya,F,10,REM,La République en marche,17595,24.22,39.25,B,2022-05-23 14:03:34
57,057,5,5,0570505,SUCHANEK,Grégor,M,12,UDI,Union des Démocrates et Indépendants,9522,13.11,21.24,B,2022-05-23 14:03:34
57,057,6,9,0570609,DI DIO COSTANZO,Paul-Henry,M,10,REM,La République en marche,9979,14.85,24.06,B,2022-05-23 14:03:34
57,057,6,13,0570613,MALONDA,Damien,M,13,LR,Les Républicains,7346,10.93,17.71,B,2022-05-23 14:03:34
57,057,7,5,0570705,BOURLART,Salima,F,10,REM,La République en marche,18091,20.33,32.90,B,2022-05-23 14:03:37
57,057,7,6,0570706,BIONDA,Ludwig,M,12,UDI,Union des Démocrates et Indépendants,11478,12.90,20.87,B,2022-05-23 14:03:37
57,057,8,5,0570805,BATIE,Jean-Bernard,M,11,MDM,Modem,20024,22.09,35.83,B,2022-05-23 14:03:37
57,057,8,1,0570801,PERSEHAIE,Ayoub,M,3,FI,La France insoumise,10411,11.49,18.63,B,2022-05-23 14:03:37
57,057,9,7,0570907,DHALLEINE,Marie-Aleth,F,10,REM,La République en marche,23763,23.83,38.62,B,2022-05-23 14:03:38
57,057,9,13,0570913,VANDENBROEK,Patrick,M,14,DVD,Divers droite,8594,8.62,13.97,B,2022-05-23 14:03:38
58,058,1,2,0580102,DOMELY,Suzette,F,10,REM,La République en marche,16539,22.13,35.83,B,2022-05-23 14:03:39
58,058,1,1,0580101,GARCES,Djamel,M,4,SOC,Parti socialiste,6177,8.27,13.38,B,2022-05-23 14:03:39
58,058,2,5,0580205,BELALEM MARTINEZ,Toni,M,10,REM,La République en marche,22194,27.84,45.07,B,2022-05-23 14:03:39
58,058,2,9,0580209,BSAÏSSA,Otilia,F,3,FI,La France insoumise,6371,7.99,12.94,B,2022-05-23 14:03:39
59,059,1,14,0590114,CADILLAT,Gustave,M,10,REM,La République en marche,8020,12.82,20.86,B,2022-05-23 14:03:41
59,059,1,8,0590108,CALLICO,Pierric,M,3,FI,La France insoumise,4794,7.66,12.47,B,2022-05-23 14:03:41
59,059,2,9,0590209,ST-YGNAN,Jackie,F,10,REM,La République en marche,12382,14.45,23.67,B,2022-05-23 14:03:42
59,059,2,6,0590206,COLLAS-FRANCHAULT,Kader,M,3,FI,La France insoumise,10514,12.27,20.10,B,2022-05-23 14:03:42
59,059,3,9,0590309,GLONIN,Ariel,M,10,REM,La République en marche,19370,20.92,33.90,B,2022-05-23 14:03:44
59,059,3,6,0590306,DIRREN BERGER,Francky,M,12,UDI,Union des Démocrates et Indépendants,9582,10.35,16.77,B,2022-05-23 14:03:44
59,059,4,4,0590404,MOLTER,Marie Michèle,F,10,REM,La République en marche,19880,19.99,32.33,B,2022-05-23 14:03:45
59,059,4,7,0590407,ALZONNE,Louis Marie,M,13,LR,Les Républicains,8773,8.82,14.27,B,2022-05-23 14:03:45
59,059,5,4,0590504,HYPPOLYTE,Jean-Bertrand,M,10,REM,La République en marche,18354,18.34,29.86,B,2022-05-23 14:03:46
59,059,5,14,0590514,BOUGUYON,Jean Hugues,M,13,LR,Les Républicains,14590,14.58,23.74,B,2022-05-23 14:03:46
59,059,6,2,0590602,CHAROY,Frida,F,10,REM,La République en marche,18808,20.66,33.37,B,2022-05-23 14:03:46
59,059,6,11,0590611,GODINAT,Djemila,F,10,REM,La République en marche,18719,20.56,33.21,B,2022-05-23 14:03:46
59,059,7,6,0590706,HERR-MARTIN,Floréal,M,11,MDM,Modem,16328,22.62,36.69,B,2022-05-23 14:03:48
59,059,7,2,0590702,ROUCAIROL-AÏN,Ulrike,F,12,UDI,Union des Démocrates et Indépendants,11952,16.55,26.86,B,2022-05-23 14:03:48
59,059,8,12,0590812,BAEHR,Gwénaelle,F,10,REM,La République en marche,13243,19.61,31.69,B,2022-05-23 14:03:49
59,059,8,7,0590807,COBUT,Jérémy,M,3,FI,La France insoumise,9033,13.38,21.62,B,2022-05-23 14:03:49
59,059,9,4,0590904,LINDEBOOM,Kristel,F,10,REM,La République en marche,28080,30.87,49.95,B,2022-05-23 14:03:52
59,059,9,2,0590902,SCHOUVEY,Oriane,F,3,FI,La France insoumise,8288,9.11,14.74,B,2022-05-23 14:03:52
59,059,10,1,0591001,BALCOU,Louis,M,13,LR,Les Républicains,15020,18.38,29.71,B,2022-05-23 14:03:54
59,059,10,8,0591008,DESGRUGILLERS,Nathalie,F,10,REM,La République en marche,14983,18.33,29.64,B,2022-05-23 14:03:54
59,059,11,2,0591102,ARRIEUBERGER,Jean-Gérard,M,10,REM,La République en marche,14533,15.81,25.64,B,2022-05-23 14:03:54
59,059,11,11,0591111,BRIOLANT,Christelle,F,13,LR,Les Républicains,6491,7.06,11.45,B,2022-05-23 14:03:54
59,059,12,1,0591201,PEVERELLY,Jenifer,F,10,REM,La République en marche,16861,18.20,29.50,B,2022-05-23 14:03:55
59,059,12,7,0591207,VEMPERE,Ulysse,M,3,FI,La France insoumise,9095,9.82,15.91,B,2022-05-23 14:03:55
59,059,13,8,0591308,ELBORY,Amaury,M,6,DVG,Divers gauche,15905,18.17,29.54,B,2022-05-23 14:03:55
59,059,13,7,0591307,AUBRIAT,Marylène,F,10,REM,La République en marche,13939,15.92,25.89,B,2022-05-23 14:03:55
59,059,14,4,0591404,BUSCHIAZZO,Ronny,M,13,LR,Les Républicains,19352,19.46,31.51,B,2022-05-23 14:03:56
59,059,14,11,0591411,GIROUX CADIEU,Renaud,M,10,REM,La République en marche,18743,18.84,30.52,B,2022-05-23 14:03:56
59,059,15,2,0591502,BOUCHARE,Marina,F,10,REM,La République en marche,19219,19.85,32.11,B,2022-05-23 14:03:56
59,059,15,8,0591508,ELISEI,Beñat,M,13,LR,Les Républicains,11105,11.47,18.55,B,2022-05-23 14:03:56
59,059,16,6,0591606,AKSOZ,Djelloul,M,2,COM,Parti communiste français,13192,15.85,25.72,B,2022-05-23 14:03:56
59,059,16,3,0591603,HEIZMANN,Michaëlle,F,11,MDM,Modem,13022,15.65,25.39,B,2022-05-23 14:03:56
59,059,17,4,0591704,BRUN-VASSAL,Ronald,M,10,REM,La République en marche,12399,17.04,27.75,B,2022-05-23 14:03:57
59,059,17,11,0591711,BEUREY,Gustave,M,3,FI,La France insoumise,6601,9.07,14.77,B,2022-05-23 14:03:57
59,059,18,1,0591801,DIOUY,Firmin,M,12,UDI,Union des Démocrates et Indépendants,19652,21.72,35.23,B,2022-05-23 14:03:57
59,059,18,7,0591807,JANISEWSKI,Marylin,F,10,REM,La République en marche,15904,17.58,28.51,B,2022-05-23 14:03:57
59,059,19,2,0591902,BERGUIN,Cyrille,F,11,MDM,Modem,15468,19.35,31.15,B,2022-05-23 14:03:57
59,059,19,1,0591901,MORMINA,Rabah,M,3,FI,La France insoumise,10912,13.65,21.97,B,2022-05-23 14:03:57
60,060,1,2,0600102,PLATIERE,Roger,M,13,LR,Les Républicains,22371,27.09,43.92,B,2022-05-23 14:03:59
60,060,1,10,0600110,TOURT,Stephen,M,10,REM,La République en marche,13553,16.41,26.61,B,2022-05-23 14:03:59
60,060,2,9,0600209,DE LA MOISSONNIERE,Marjolaine,F,10,REM,La République en marche,21199,23.99,38.86,B,2022-05-23 14:03:59
60,060,2,8,0600208,FELEMEZ,Karim,M,13,LR,Les Républicains,14727,16.67,26.99,B,2022-05-23 14:03:59
60,060,3,13,0600313,NICULESCU,Moustapha,M,10,REM,La République en marche,16601,22.41,36.17,B,2022-05-23 14:03:59
60,060,3,12,0600312,QUÉRAN,Marie-Christiane,F,13,LR,Les Républicains,7057,9.53,15.38,B,2022-05-23 14:03:59
60,060,4,10,0600410,BOEHM-KREITNER,Véra,F,10,REM,La République en marche,21831,23.02,37.21,B,2022-05-23 14:04:00
60,060,4,6,0600406,VIGNERY,Youcef,M,13,LR,Les Républicains,17509,18.46,29.84,B,2022-05-23 14:04:00
60,060,5,6,0600506,COURTEVILLE,Amélie,F,10,REM,La République en marche,12656,17.42,28.51,B,2022-05-23 14:04:00
60,060,5,2,0600502,JULVÉ,Jean-Marius,M,13,LR,Les Républicains,8389,11.55,18.89,B,2022-05-23 14:04:00
60,060,6,4,0600604,AMIGOU,Anne-Charlotte,F,10,REM,La République en marche,21188,28.31,45.66,B,2022-05-23 14:04:00
60,060,6,3,0600603,GLASMAM,Moussa,M,13,LR,Les Républicains,11280,15.07,24.31,B,2022-05-23 14:04:00
60,060,7,6,0600706,LAIGU,Ludwig,M,13,LR,Les Républicains,14969,19.69,31.94,B,2022-05-23 14:04:01
60,060,7,10,0600710,LAMERAND,Karl,M,10,REM,La République en marche,13913,18.30,29.68,B,2022-05-23 14:04:01
61,061,1,8,0610108,PLOUZENNEC,Lucinda,F,14,DVD,Divers droite,8732,12.97,20.89,B,2022-05-23 14:04:02
61,061,1,3,0610103,COELHO MOREIRA,Marie-Joseph,F,14,DVD,Divers droite,8638,12.83,20.66,B,2022-05-23 14:04:02
61,061,2,8,0610208,GOLDEN,Chantal,F,10,REM,La République en marche,13722,21.06,34.13,B,2022-05-23 14:04:02
61,061,2,9,0610209,SYMANZIK,Thérèse-Marie,F,13,LR,Les Républicains,13523,20.75,33.64,B,2022-05-23 14:04:02
61,061,3,1,0610301,BURNEY,Francine,F,10,REM,La République en marche,16128,23.06,37.54,B,2022-05-23 14:04:02
61,061,3,3,0610303,CHARTIER DURAINCY,Jean-Robert,M,13,LR,Les Républicains,15468,22.11,36.01,B,2022-05-23 14:04:02
62,062,1,2,0620102,SAPALY,Eladio,M,11,MDM,Modem,19037,18.27,29.70,B,2022-05-23 14:04:04
62,062,1,8,0620108,BROMONTI,Édouard,M,11,MDM,Modem,18717,17.96,29.20,B,2022-05-23 14:04:04
62,062,2,12,0620212,JACQUEMINET-LEBLANC,Marie-Brigitte,F,10,REM,La République en marche,21818,25.45,40.92,B,2022-05-23 14:04:04
62,062,2,5,0620205,SOUBIRON-MASONI,Henri-Michel,M,12,UDI,Union des Démocrates et Indépendants,9522,11.11,17.86,B,2022-05-23 14:04:04
62,062,3,7,0620307,FILIPPIG,Johny,M,11,MDM,Modem,11179,13.47,21.79,B,2022-05-23 14:04:04
62,062,3,9,0620309,COHERE,Rino,M,2,COM,Parti communiste français,10935,13.18,21.32,B,2022-05-23 14:04:04
62,062,4,6,0620406,BRUZEAU,Mathurin,M,10,REM,La République en marche,21164,23.74,38.20,B,2022-05-23 14:04:05
62,062,4,10,0620410,OTREMBA,Fredy,M,13,LR,Les Républicains,18142,20.35,32.75,B,2022-05-23 14:04:05
62,062,5,11,0620511,GAIROARD,Ralph,M,10,REM,La République en marche,19881,21.97,35.50,B,2022-05-23 14:04:05
62,062,5,8,0620508,WISBECQ,Mostafa,M,3,FI,La France insoumise,8626,9.53,15.40,B,2022-05-23 14:04:05
62,062,6,3,0620603,VERINAUD,Jacques-Henri,M,10,REM,La République en marche,28450,30.69,49.65,B,2022-05-23 14:04:05
62,062,6,4,0620604,HASSANE,Pierre-Gilles,M,13,LR,Les Républicains,10813,11.66,18.87,B,2022-05-23 14:04:05
62,062,7,11,0620711,MONNY,Max,M,13,LR,Les Républicains,18570,19.80,32.05,B,2022-05-23 14:04:06
62,062,7,10,0620710,KENNY,Annie-France,F,11,MDM,Modem,17327,18.47,29.90,B,2022-05-23 14:04:06
62,062,8,10,0620810,GIESEN,Gerhard,M,10,REM,La République en marche,17682,19.25,31.19,B,2022-05-23 14:04:06
62,062,8,9,0620809,MANDINEAU,Joseph-Marie,M,4,SOC,Parti socialiste,14180,15.44,25.01,B,2022-05-23 14:04:06
62,062,9,2,0620902,VACHAT,Philippa,F,11,MDM,Modem,18287,23.09,37.30,B,2022-05-23 14:04:06
62,062,9,5,0620905,TREGOU,Riad,M,13,LR,Les Républicains,8317,10.50,16.96,B,2022-05-23 14:04:06
62,062,10,4,0621004,FELER,Térésa,F,10,REM,La République en marche,15156,16.98,27.33,B,2022-05-23 14:04:07
62,062,10,8,0621008,HORMI,Adolphe,M,4,SOC,Parti socialiste,13371,14.98,24.11,B,2022-05-23 14:04:07
62,062,11,3,0621103,PERES BAPTISTA,Olympe,F,10,REM,La République en marche,17201,18.38,29.92,B,2022-05-23 14:04:07
62,062,11,12,0621112,CRÉDARO,Pierre-Eric,M,3,FI,La France insoumise,10604,11.33,18.44,B,2022-05-23 14:04:07
62,062,12,3,0621203,LOPES MAGANETE,Marie Jo,F,10,REM,La République en marche,16770,17.58,28.57,B,2022-05-23 14:04:07
62,062,12,9,0621209,PAPAIN,Paolo,M,4,SOC,Parti socialiste,12906,13.53,21.99,B,2022-05-23 14:04:07
63,063,1,13,0630113,SORARUFF,Térésa,F,10,REM,La République en marche,18919,23.12,37.34,B,2022-05-23 14:04:08
63,063,1,10,0630110,GROGNIER,Pierre Yves,M,3,FI,La France insoumise,7312,8.94,14.43,B,2022-05-23 14:04:08
63,063,2,3,0630203,IGOUFE,Noé,M,10,REM,La République en marche,17248,19.55,31.74,B,2022-05-23 14:04:09
63,063,2,6,0630206,HOLLERICH,Pénélope,F,4,SOC,Parti socialiste,15354,17.40,28.26,B,2022-05-23 14:04:09
63,063,3,1,0630301,MOLARDO,Margareth,F,11,MDM,Modem,21088,24.07,39.00,B,2022-05-23 14:04:09
63,063,3,4,0630304,BRAZON,Santo,M,12,UDI,Union des Démocrates et Indépendants,11535,13.16,21.33,B,2022-05-23 14:04:09
63,063,4,5,0630405,FROMENTELLE,Peyo,M,11,MDM,Modem,19715,19.90,32.37,B,2022-05-23 14:04:09
63,063,4,2,0630402,LAGORCEIX,Jan,M,13,LR,Les Républicains,8747,8.83,14.36,B,2022-05-23 14:04:09
63,063,5,11,0630511,CROIZILLE,Nuno,M,2,COM,Parti communiste français,21338,20.87,33.83,B,2022-05-23 14:04:10
63,063,5,5,0630505,LADEYN,Étienne,M,10,REM,La République en marche,18949,18.53,30.05,B,2022-05-23 14:04:10
64,064,1,7,0640107,TROUBADY,Soumia,F,11,MDM,Modem,16609,24.92,40.32,B,2022-05-23 14:04:11
64,064,1,11,0640111,SPARGO,Soumia,F,13,LR,Les Républicains,5982,8.97,14.52,B,2022-05-23 14:04:11
